#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
RET	FLT4	9606.ENSP00000347942	9606.ENSP00000261937	0	0	0	0.640	0	0.391	0	0.712	0.544
RET	MAPK3	9606.ENSP00000347942	9606.ENSP00000263025	0	0	0	0.569	0.049	0.616	0	0.561	0.708
RET	KDR	9606.ENSP00000347942	9606.ENSP00000263923	0	0	0	0.641	0	0.264	0	0.775	0.466
RET	PIK3CA	9606.ENSP00000347942	9606.ENSP00000263967	0	0	0	0	0	0.097	0.900	0.710	0.971
RET	ERBB3	9606.ENSP00000347942	9606.ENSP00000267101	0	0	0	0.574	0.063	0.391	0	0.595	0.551
RET	ERBB2	9606.ENSP00000347942	9606.ENSP00000269571	0	0	0	0.593	0.063	0.277	0	0.762	0.510
RET	EGFR	9606.ENSP00000347942	9606.ENSP00000275493	0	0	0	0.593	0.063	0.723	0	0.865	0.824
RET	NTRK2	9606.ENSP00000347942	9606.ENSP00000277120	0	0	0	0.647	0.062	0.245	0	0.573	0.406
RET	ATM	9606.ENSP00000347942	9606.ENSP00000278616	0	0	0	0	0.065	0	0	0.520	0.532
RET	FLT1	9606.ENSP00000347942	9606.ENSP00000282397	0	0	0	0.644	0	0.246	0	0.757	0.446
RET	KIT	9606.ENSP00000347942	9606.ENSP00000288135	0	0	0	0.660	0	0.213	0	0.803	0.425
RET	PIK3CB	9606.ENSP00000347942	9606.ENSP00000289153	0	0	0	0	0	0.097	0.600	0.219	0.693
RET	MERTK	9606.ENSP00000347942	9606.ENSP00000295408	0	0	0	0.619	0	0.394	0	0.231	0.439
RET	MST1R	9606.ENSP00000347942	9606.ENSP00000296474	0	0	0	0.585	0.066	0.394	0	0.456	0.515
RET	AXL	9606.ENSP00000347942	9606.ENSP00000301178	0	0	0	0.634	0	0.389	0	0.668	0.535
RET	PRKACA	9606.ENSP00000347942	9606.ENSP00000309591	0	0	0	0.605	0.065	0	0.900	0.084	0.904
RET	MAPK7	9606.ENSP00000347942	9606.ENSP00000311005	0	0	0	0.545	0	0.081	0.600	0.211	0.647
RET	MET	9606.ENSP00000347942	9606.ENSP00000317272	0	0	0	0.590	0.066	0.269	0	0.652	0.474
RET	FES	9606.ENSP00000347942	9606.ENSP00000331504	0	0	0	0.632	0	0.391	0	0.187	0.425
RET	PTK2	9606.ENSP00000347942	9606.ENSP00000341189	0	0	0	0.591	0	0.749	0.900	0.304	0.976
RET	ERBB4	9606.ENSP00000347942	9606.ENSP00000342235	0	0	0	0.589	0.063	0.307	0	0.658	0.502
RET	ROR1	9606.ENSP00000347942	9606.ENSP00000360120	0	0	0	0.612	0.062	0.391	0	0	0.404
RET	HCK	9606.ENSP00000347942	9606.ENSP00000444986	0	0	0	0.730	0	0.388	0	0.233	0.421
RET	MAP2K7	9606.ENSP00000347942	9606.ENSP00000381070	0	0	0	0.564	0	0.179	0	0.707	0.427
RET	NTRK3	9606.ENSP00000347942	9606.ENSP00000354207	0	0	0	0.634	0.062	0.245	0	0.662	0.436
RET	FGFR2	9606.ENSP00000347942	9606.ENSP00000410294	0	0	0	0.751	0	0.388	0	0.761	0.502
RET	FGFR1	9606.ENSP00000347942	9606.ENSP00000393312	0	0	0	0.742	0	0.391	0	0.758	0.508
RET	ROS1	9606.ENSP00000347942	9606.ENSP00000357494	0	0	0	0.615	0.052	0.259	0	0.886	0.516
RET	MTOR	9606.ENSP00000347942	9606.ENSP00000354558	0	0	0	0	0	0.097	0	0.493	0.522
RET	NTRK1	9606.ENSP00000347942	9606.ENSP00000431418	0	0	0	0.658	0.062	0.392	0	0.801	0.566
RET	ALK	9606.ENSP00000347942	9606.ENSP00000373700	0	0	0	0.598	0.062	0.391	0	0.875	0.612
RET	PIK3CD	9606.ENSP00000347942	9606.ENSP00000366563	0	0	0	0	0	0.097	0.600	0.075	0.637
RET	PRKACG	9606.ENSP00000347942	9606.ENSP00000366488	0	0	0	0.601	0.065	0	0.900	0.081	0.904
RET	PRKACB	9606.ENSP00000347942	9606.ENSP00000359719	0	0	0	0.594	0.065	0	0.900	0.107	0.905
RET	PRKCA	9606.ENSP00000347942	9606.ENSP00000408695	0	0	0	0.551	0	0	0.900	0.243	0.909
RET	MAPK8	9606.ENSP00000347942	9606.ENSP00000378974	0	0	0	0.558	0.062	0.297	0.900	0.167	0.932
RET	SRC	9606.ENSP00000347942	9606.ENSP00000362680	0	0	0	0.706	0.062	0.436	0.900	0.968	0.958
RFK	GAK	9606.ENSP00000365926	9606.ENSP00000314499	0	0	0	0	0.062	0	0	0.588	0.597
RFK	COASY	9606.ENSP00000365926	9606.ENSP00000464814	0.194	0	0	0	0.065	0	0	0.296	0.423
RFK	PIP4K2B	9606.ENSP00000365926	9606.ENSP00000482548	0	0	0	0	0.062	0	0	0.640	0.647
RIOK1	CSNK2A1	9606.ENSP00000369162	9606.ENSP00000217244	0	0	0	0	0.066	0.346	0	0.474	0.652
RIOK1	EGFR	9606.ENSP00000369162	9606.ENSP00000275493	0	0	0	0	0	0.486	0	0.115	0.525
RIOK1	RIOK2	9606.ENSP00000369162	9606.ENSP00000283109	0	0	0.239	0.557	0.426	0.060	0.900	0.951	0.969
RIOK1	CSNK1D	9606.ENSP00000369162	9606.ENSP00000324464	0	0	0	0	0.066	0.058	0.800	0.303	0.860
RIOK1	RIOK3	9606.ENSP00000369162	9606.ENSP00000341874	0	0	0.235	0.820	0	0	0.900	0.891	0.919
RIOK1	TP53RK	9606.ENSP00000369162	9606.ENSP00000361186	0.059	0	0	0	0.067	0	0	0.606	0.623
RIOK1	TAF9	9606.ENSP00000369162	9606.ENSP00000370201	0	0	0	0	0.232	0	0	0.725	0.780
RIOK1	CSNK1E	9606.ENSP00000369162	9606.ENSP00000380044	0	0	0	0	0.066	0.058	0.800	0.303	0.860
RIOK2	VRK1	9606.ENSP00000283109	9606.ENSP00000216639	0	0	0	0	0.100	0.386	0	0.301	0.580
RIOK2	CSNK2A1	9606.ENSP00000283109	9606.ENSP00000217244	0	0	0	0	0.066	0.208	0	0.315	0.449
RIOK2	ADCK1	9606.ENSP00000283109	9606.ENSP00000238561	0	0	0	0	0.062	0	0	0.396	0.409
RIOK2	CSNK1G2	9606.ENSP00000283109	9606.ENSP00000255641	0	0	0	0	0.065	0.242	0	0.278	0.443
RIOK2	TTBK1	9606.ENSP00000283109	9606.ENSP00000259750	0	0	0	0	0.065	0.386	0	0.301	0.563
RIOK2	MYO3A	9606.ENSP00000283109	9606.ENSP00000265944	0	0	0	0	0	0	0	0.571	0.571
RIOK2	TTBK2	9606.ENSP00000283109	9606.ENSP00000267890	0	0	0	0	0.065	0.386	0	0.330	0.581
RIOK2	FN3KRP	9606.ENSP00000283109	9606.ENSP00000269373	0	0	0	0	0	0	0	0.640	0.640
RIOK2	ADCK5	9606.ENSP00000283109	9606.ENSP00000310547	0	0	0	0	0.062	0	0	0.396	0.409
RIOK2	TLK1	9606.ENSP00000283109	9606.ENSP00000411099	0	0	0	0	0.086	0	0	0.393	0.422
RIOK2	SRPK2	9606.ENSP00000283109	9606.ENSP00000377262	0	0	0	0	0	0	0	0.466	0.466
RIOK2	SRPK1	9606.ENSP00000283109	9606.ENSP00000362931	0	0	0	0	0.129	0	0	0.445	0.496
RIOK2	FN3K	9606.ENSP00000283109	9606.ENSP00000300784	0	0	0	0	0	0	0	0.536	0.536
RIOK2	TP53RK	9606.ENSP00000283109	9606.ENSP00000361186	0	0	0	0	0.067	0	0	0.546	0.558
RIOK2	VRK2	9606.ENSP00000283109	9606.ENSP00000408002	0	0	0	0	0.069	0.386	0	0.301	0.565
RIOK2	GNE	9606.ENSP00000283109	9606.ENSP00000379839	0	0	0	0	0	0	0	0.592	0.592
RIOK2	TAF9	9606.ENSP00000283109	9606.ENSP00000370201	0	0	0	0	0.202	0	0	0.729	0.774
RIOK2	CSNK1E	9606.ENSP00000283109	9606.ENSP00000380044	0	0	0	0	0.065	0.680	0.800	0.473	0.964
RIOK2	CSNK1D	9606.ENSP00000283109	9606.ENSP00000324464	0	0	0	0	0.106	0.680	0.800	0.458	0.964
RIOK2	RIOK1	9606.ENSP00000283109	9606.ENSP00000369162	0	0	0.239	0.557	0.426	0.060	0.900	0.951	0.969
RIOK2	RIOK3	9606.ENSP00000283109	9606.ENSP00000341874	0	0	0.246	0	0.232	0.058	0.900	0.876	0.992
RIOK3	RIOK2	9606.ENSP00000341874	9606.ENSP00000283109	0	0	0.246	0	0.232	0.058	0.900	0.876	0.992
RIOK3	LRGUK	9606.ENSP00000341874	9606.ENSP00000285928	0	0	0	0	0	0	0	0.501	0.501
RIOK3	CSNK1D	9606.ENSP00000341874	9606.ENSP00000324464	0	0	0	0	0.066	0.056	0.900	0.076	0.907
RIOK3	CSNK1E	9606.ENSP00000341874	9606.ENSP00000380044	0	0	0	0	0.066	0.056	0.900	0.076	0.907
RIOK3	RIOK1	9606.ENSP00000341874	9606.ENSP00000369162	0	0	0.235	0.820	0	0	0.900	0.891	0.919
RIPK1	RIPK3	9606.ENSP00000259808	9606.ENSP00000216274	0	0	0	0.668	0.070	0.982	0.800	0.991	0.997
RIPK1	RIPK2	9606.ENSP00000259808	9606.ENSP00000220751	0	0	0	0.635	0.062	0.270	0	0.692	0.463
RIPK1	MAPK14	9606.ENSP00000259808	9606.ENSP00000229795	0	0	0	0.602	0	0.148	0.900	0.292	0.920
RIPK1	EIF2AK2	9606.ENSP00000259808	9606.ENSP00000233057	0	0	0	0.566	0.062	0	0.800	0.247	0.822
RIPK1	CSNK1A1	9606.ENSP00000259808	9606.ENSP00000421689	0	0	0	0	0.082	0.315	0	0.138	0.411
RIPK1	PIK3C3	9606.ENSP00000259808	9606.ENSP00000262039	0	0	0	0	0.062	0.104	0	0.363	0.418
RIPK1	MAP3K8	9606.ENSP00000259808	9606.ENSP00000263056	0	0	0	0.558	0.062	0.345	0	0.260	0.424
RIPK1	LRRK2	9606.ENSP00000259808	9606.ENSP00000298910	0	0	0	0.551	0.062	0.345	0	0.298	0.436
RIPK1	EGFR	9606.ENSP00000259808	9606.ENSP00000275493	0	0	0	0.557	0	0.320	0	0.520	0.471
RIPK1	ATM	9606.ENSP00000259808	9606.ENSP00000278616	0	0	0	0	0.062	0.056	0	0.559	0.576
RIPK1	IKBKE	9606.ENSP00000259808	9606.ENSP00000464030	0	0	0	0.547	0.083	0.678	0	0.444	0.750
RIPK1	PRKCI	9606.ENSP00000259808	9606.ENSP00000295797	0	0	0	0.554	0	0	0.900	0	0.900
RIPK1	MAP4K2	9606.ENSP00000259808	9606.ENSP00000294066	0	0	0	0.551	0.045	0.057	0.900	0.060	0.902
RIPK1	PRKCZ	9606.ENSP00000259808	9606.ENSP00000367830	0	0	0	0.552	0	0	0.900	0.138	0.904
RIPK1	MAP2K6	9606.ENSP00000259808	9606.ENSP00000468348	0	0	0	0.646	0.062	0.056	0.900	0.152	0.907
RIPK1	MAP4K4	9606.ENSP00000259808	9606.ENSP00000343658	0	0	0	0.546	0	0.105	0.900	0.096	0.909
RIPK1	MAP2K4	9606.ENSP00000259808	9606.ENSP00000410402	0	0	0	0.598	0	0.079	0.900	0.232	0.911
RIPK1	MAP2K3	9606.ENSP00000259808	9606.ENSP00000345083	0	0	0	0.645	0.083	0.056	0.900	0.224	0.912
RIPK1	MAP3K1	9606.ENSP00000259808	9606.ENSP00000382423	0	0	0	0.565	0.065	0.076	0.900	0.268	0.915
RIPK1	MAP2K7	9606.ENSP00000259808	9606.ENSP00000381070	0	0	0	0.594	0	0.125	0.900	0.255	0.917
RIPK1	TBK1	9606.ENSP00000259808	9606.ENSP00000329967	0	0	0	0	0.054	0.678	0	0.804	0.935
RIPK1	MAP3K14	9606.ENSP00000259808	9606.ENSP00000482657	0	0	0	0.548	0.065	0.296	0.900	0.234	0.935
RIPK1	MAP3K5	9606.ENSP00000259808	9606.ENSP00000351908	0	0	0	0.553	0.062	0.152	0.900	0.616	0.936
RIPK1	MAP3K3	9606.ENSP00000259808	9606.ENSP00000354927	0	0	0	0.567	0.087	0.296	0.900	0.714	0.951
RIPK1	IKBKB	9606.ENSP00000259808	9606.ENSP00000430684	0	0	0	0.548	0.062	0.487	0.900	0.701	0.963
RIPK1	CHUK	9606.ENSP00000259808	9606.ENSP00000359424	0	0	0	0.554	0.090	0.487	0.900	0.723	0.965
RIPK1	MAP3K7	9606.ENSP00000259808	9606.ENSP00000358335	0	0	0	0.585	0.062	0.835	0.900	0.953	0.989
RIPK2	MAPK13	9606.ENSP00000220751	9606.ENSP00000211287	0	0	0	0	0	0.148	0.650	0.215	0.745
RIPK2	MAPK12	9606.ENSP00000220751	9606.ENSP00000215659	0	0	0	0	0	0.148	0.650	0.198	0.740
RIPK2	PRKD3	9606.ENSP00000220751	9606.ENSP00000368356	0	0	0	0	0	0	0	0.403	0.403
RIPK2	RIPK1	9606.ENSP00000220751	9606.ENSP00000259808	0	0	0	0.635	0.062	0.270	0	0.692	0.463
RIPK2	LRRK2	9606.ENSP00000220751	9606.ENSP00000298910	0	0	0	0.551	0.062	0.345	0	0.390	0.464
RIPK2	TBK1	9606.ENSP00000220751	9606.ENSP00000329967	0	0	0	0	0.094	0	0	0.468	0.497
RIPK2	MAP3K4	9606.ENSP00000220751	9606.ENSP00000375986	0	0	0	0.562	0	0.297	0	0.837	0.553
RIPK2	MAPK11	9606.ENSP00000220751	9606.ENSP00000333685	0	0	0	0	0	0.148	0.650	0.235	0.752
RIPK2	MAPK14	9606.ENSP00000220751	9606.ENSP00000229795	0	0	0	0	0	0.148	0.650	0.350	0.789
RIPK2	MAPK10	9606.ENSP00000220751	9606.ENSP00000352157	0	0	0	0	0	0.143	0.800	0.166	0.844
RIPK2	MAPK9	9606.ENSP00000220751	9606.ENSP00000394560	0	0	0	0	0	0.143	0.800	0.275	0.864
RIPK2	MAPK8	9606.ENSP00000220751	9606.ENSP00000378974	0	0	0	0	0.049	0.143	0.800	0.280	0.866
RIPK2	PRKCI	9606.ENSP00000220751	9606.ENSP00000295797	0	0	0	0.555	0.048	0	0.900	0	0.900
RIPK2	PRKCZ	9606.ENSP00000220751	9606.ENSP00000367830	0	0	0	0.553	0	0	0.900	0.075	0.901
RIPK2	MAP2K6	9606.ENSP00000220751	9606.ENSP00000468348	0	0	0	0.595	0.062	0.056	0.900	0.119	0.906
RIPK2	MAP2K4	9606.ENSP00000220751	9606.ENSP00000410402	0	0	0	0.577	0	0.079	0.900	0.184	0.910
RIPK2	MAP2K3	9606.ENSP00000220751	9606.ENSP00000345083	0	0	0	0.613	0.085	0.056	0.900	0.175	0.911
RIPK2	MAP2K7	9606.ENSP00000220751	9606.ENSP00000381070	0	0	0	0.571	0	0.125	0.900	0.119	0.911
RIPK2	PDPK1	9606.ENSP00000220751	9606.ENSP00000344220	0	0	0	0.557	0.060	0.145	0.900	0.281	0.922
RIPK2	IRAK1	9606.ENSP00000220751	9606.ENSP00000358997	0	0	0	0.596	0	0.213	0.900	0.460	0.932
RIPK2	CHUK	9606.ENSP00000220751	9606.ENSP00000359424	0	0	0	0.555	0.042	0.270	0.900	0.539	0.941
RIPK2	IKBKB	9606.ENSP00000220751	9606.ENSP00000430684	0	0	0	0	0	0	0.900	0.458	0.943
RIPK2	MAP3K7	9606.ENSP00000220751	9606.ENSP00000358335	0	0	0	0.611	0	0.835	0.600	0.700	0.949
RIPK3	MAPKAPK2	9606.ENSP00000216274	9606.ENSP00000356070	0	0	0.322	0	0.062	0.077	0	0.166	0.444
RIPK3	CAMK2D	9606.ENSP00000216274	9606.ENSP00000339740	0	0	0	0.562	0.048	0.057	0.800	0.042	0.804
RIPK3	CAMK2B	9606.ENSP00000216274	9606.ENSP00000379098	0	0	0	0.571	0.048	0.057	0.800	0.053	0.805
RIPK3	CAMK2A	9606.ENSP00000216274	9606.ENSP00000381412	0	0	0	0.566	0.048	0.057	0.800	0.063	0.806
RIPK3	CHUK	9606.ENSP00000216274	9606.ENSP00000359424	0	0	0	0.582	0	0	0.900	0.391	0.915
RIPK3	IKBKB	9606.ENSP00000216274	9606.ENSP00000430684	0	0	0	0.568	0	0	0.900	0.376	0.915
RIPK3	RIPK1	9606.ENSP00000216274	9606.ENSP00000259808	0	0	0	0.668	0.070	0.982	0.800	0.991	0.997
RIPK4	LRRK2	9606.ENSP00000332454	9606.ENSP00000298910	0.077	0	0	0.547	0.062	0.343	0	0.482	0.510
RIPK4	PRKCB	9606.ENSP00000332454	9606.ENSP00000305355	0	0	0	0.546	0	0.518	0	0.534	0.631
RIPK4	VRK2	9606.ENSP00000332454	9606.ENSP00000408002	0	0	0	0	0.049	0.151	0	0.378	0.454
RIPK4	PRKCD	9606.ENSP00000332454	9606.ENSP00000378217	0	0	0	0.548	0.063	0.561	0	0.859	0.736
ROCK1	MAPK1	9606.ENSP00000382697	9606.ENSP00000215832	0	0	0	0.585	0.062	0.148	0.800	0.345	0.849
ROCK1	MAPK3	9606.ENSP00000382697	9606.ENSP00000263025	0	0	0	0.580	0.062	0.148	0.800	0.591	0.868
ROCK1	KDR	9606.ENSP00000382697	9606.ENSP00000263923	0	0	0	0	0.055	0.122	0.900	0.219	0.926
ROCK1	PIKFYVE	9606.ENSP00000382697	9606.ENSP00000264380	0	0	0	0	0.065	0.070	0.600	0.144	0.662
ROCK1	PIP5K1B	9606.ENSP00000382697	9606.ENSP00000265382	0	0	0	0	0.062	0.070	0.900	0.043	0.905
ROCK1	ERBB2	9606.ENSP00000382697	9606.ENSP00000269571	0	0	0	0	0	0.107	0.650	0.338	0.775
ROCK1	EGFR	9606.ENSP00000382697	9606.ENSP00000275493	0	0	0	0	0	0.107	0	0.433	0.472
ROCK1	ROCK2	9606.ENSP00000382697	9606.ENSP00000317985	0	0	0	0.969	0.084	0.684	0.900	0.898	0.969
ROCK1	EPHB3	9606.ENSP00000382697	9606.ENSP00000332118	0	0	0	0	0.064	0	0.900	0	0.902
ROCK1	LIMK1	9606.ENSP00000382697	9606.ENSP00000336740	0	0	0	0.560	0	0.443	0.900	0.757	0.961
ROCK1	LIMK2	9606.ENSP00000382697	9606.ENSP00000339916	0	0	0	0.554	0	0.772	0.900	0.697	0.983
ROCK1	PTK2	9606.ENSP00000382697	9606.ENSP00000341189	0	0	0	0.541	0	0.243	0.900	0.498	0.938
ROCK1	PIP4K2C	9606.ENSP00000382697	9606.ENSP00000347032	0	0	0	0	0.062	0.070	0.600	0	0.620
ROCK1	MTOR	9606.ENSP00000382697	9606.ENSP00000354558	0	0	0	0	0.111	0.104	0	0.338	0.427
ROCK1	PIP5K1A	9606.ENSP00000382697	9606.ENSP00000357883	0	0	0	0	0.062	0.070	0.900	0.122	0.913
ROCK1	SRC	9606.ENSP00000382697	9606.ENSP00000362680	0	0	0	0.556	0	0	0.900	0.500	0.921
ROCK1	PIP4K2A	9606.ENSP00000382697	9606.ENSP00000365757	0	0	0	0	0.062	0.070	0.600	0	0.620
ROCK1	PRKCZ	9606.ENSP00000382697	9606.ENSP00000367830	0	0	0	0.684	0	0	0.900	0.232	0.906
ROCK1	JAK2	9606.ENSP00000382697	9606.ENSP00000371067	0	0	0	0	0.063	0	0	0.568	0.578
ROCK1	TAOK3	9606.ENSP00000382697	9606.ENSP00000376317	0	0	0	0.551	0.063	0.397	0	0.058	0.415
ROCK1	ILK	9606.ENSP00000382697	9606.ENSP00000379975	0	0	0	0	0	0.120	0	0.370	0.422
ROCK1	PIP4K2B	9606.ENSP00000382697	9606.ENSP00000482548	0	0	0	0	0.062	0.070	0.600	0.054	0.625
ROCK1	PIP5K1C	9606.ENSP00000382697	9606.ENSP00000466363	0	0	0	0	0.062	0.070	0.900	0	0.905
ROCK1	MAP2K4	9606.ENSP00000382697	9606.ENSP00000410402	0	0	0	0.606	0	0.074	0.900	0.204	0.909
ROCK2	MAPK1	9606.ENSP00000317985	9606.ENSP00000215832	0	0	0	0.591	0.062	0.148	0.800	0.286	0.844
ROCK2	RAF1	9606.ENSP00000317985	9606.ENSP00000251849	0	0	0	0.550	0	0.373	0	0.332	0.458
ROCK2	MAPK3	9606.ENSP00000317985	9606.ENSP00000263025	0	0	0	0.586	0.062	0.148	0.800	0.403	0.853
ROCK2	KDR	9606.ENSP00000317985	9606.ENSP00000263923	0	0	0	0	0.055	0.122	0.900	0.240	0.928
ROCK2	PIKFYVE	9606.ENSP00000317985	9606.ENSP00000264380	0	0	0	0	0.063	0.070	0.600	0.159	0.667
ROCK2	PIP5K1B	9606.ENSP00000317985	9606.ENSP00000265382	0	0	0	0	0.062	0.070	0.900	0	0.905
ROCK2	ERBB2	9606.ENSP00000317985	9606.ENSP00000269571	0	0	0	0	0	0.107	0.650	0.257	0.747
ROCK2	PLK1	9606.ENSP00000317985	9606.ENSP00000300093	0	0	0	0.581	0.085	0.059	0.900	0.267	0.915
ROCK2	JAK2	9606.ENSP00000317985	9606.ENSP00000371067	0	0	0	0	0.063	0.270	0	0.216	0.417
ROCK2	PKN2	9606.ENSP00000317985	9606.ENSP00000359552	0	0	0	0.599	0.274	0.117	0	0.578	0.481
ROCK2	PIP4K2C	9606.ENSP00000317985	9606.ENSP00000347032	0	0	0	0	0.062	0.070	0.600	0	0.620
ROCK2	PIP4K2B	9606.ENSP00000317985	9606.ENSP00000482548	0	0	0	0	0.062	0.070	0.600	0.052	0.624
ROCK2	PIP4K2A	9606.ENSP00000317985	9606.ENSP00000365757	0	0	0	0	0.062	0.070	0.600	0.067	0.631
ROCK2	ACVR2B	9606.ENSP00000317985	9606.ENSP00000340361	0	0	0	0	0	0	0	0.667	0.667
ROCK2	PIP5K1A	9606.ENSP00000317985	9606.ENSP00000357883	0	0	0	0	0.062	0.070	0.900	0	0.905
ROCK2	PIP5K1C	9606.ENSP00000317985	9606.ENSP00000466363	0	0	0	0	0.062	0.070	0.900	0.043	0.905
ROCK2	MAP2K4	9606.ENSP00000317985	9606.ENSP00000410402	0	0	0	0.610	0.046	0.074	0.900	0.092	0.905
ROCK2	PRKCZ	9606.ENSP00000317985	9606.ENSP00000367830	0	0	0	0.679	0	0	0.900	0.243	0.906
ROCK2	SRC	9606.ENSP00000317985	9606.ENSP00000362680	0	0	0	0.555	0	0	0.900	0.488	0.920
ROCK2	PTK2	9606.ENSP00000317985	9606.ENSP00000341189	0	0	0	0.540	0	0.078	0.900	0.409	0.920
ROCK2	LIMK2	9606.ENSP00000317985	9606.ENSP00000339916	0	0	0	0.554	0	0.322	0.900	0.585	0.947
ROCK2	LIMK1	9606.ENSP00000317985	9606.ENSP00000336740	0	0	0	0.558	0	0.322	0.900	0.710	0.951
ROCK2	ROCK1	9606.ENSP00000317985	9606.ENSP00000382697	0	0	0	0.969	0.084	0.684	0.900	0.898	0.969
ROR1	FLT4	9606.ENSP00000360120	9606.ENSP00000261937	0	0	0	0.580	0.062	0.402	0	0	0.415
ROR1	TXK	9606.ENSP00000360120	9606.ENSP00000264316	0	0	0	0.665	0	0.402	0	0.072	0.408
ROR1	ERBB3	9606.ENSP00000360120	9606.ENSP00000267101	0	0	0	0.577	0.064	0.502	0	0.243	0.557
ROR1	EGFR	9606.ENSP00000360120	9606.ENSP00000275493	0	0	0	0.584	0.093	0.362	0	0.568	0.534
ROR1	FLT1	9606.ENSP00000360120	9606.ENSP00000282397	0	0	0	0.591	0.062	0.400	0	0.070	0.420
ROR1	AXL	9606.ENSP00000360120	9606.ENSP00000301178	0	0	0	0.599	0.096	0.400	0	0.066	0.440
ROR1	RET	9606.ENSP00000360120	9606.ENSP00000347942	0	0	0	0.612	0.062	0.391	0	0	0.404
ROR1	RYK	9606.ENSP00000360120	9606.ENSP00000478721	0	0	0	0.643	0.062	0.140	0	0.822	0.403
ROR1	TEC	9606.ENSP00000360120	9606.ENSP00000370912	0	0	0	0.657	0	0.400	0	0.059	0.403
ROR1	DDR1	9606.ENSP00000360120	9606.ENSP00000427552	0	0	0	0.624	0.062	0.400	0	0.053	0.415
ROR1	FGFR1	9606.ENSP00000360120	9606.ENSP00000393312	0	0	0	0.624	0.098	0.392	0	0.075	0.436
ROR1	BTK	9606.ENSP00000360120	9606.ENSP00000483570	0	0	0	0.629	0	0.397	0	0.294	0.456
ROR1	NTRK1	9606.ENSP00000360120	9606.ENSP00000431418	0	0	0	0.696	0	0.400	0	0.609	0.508
ROR1	ROR2	9606.ENSP00000360120	9606.ENSP00000364860	0	0	0	0.956	0.062	0	0.900	0.909	0.906
ROR2	MAPK10	9606.ENSP00000364860	9606.ENSP00000352157	0	0	0	0.559	0.082	0.101	0.900	0.078	0.911
ROR2	ROR1	9606.ENSP00000364860	9606.ENSP00000360120	0	0	0	0.956	0.062	0	0.900	0.909	0.906
ROR2	NTRK1	9606.ENSP00000364860	9606.ENSP00000431418	0	0	0	0.680	0	0.278	0	0.578	0.408
ROR2	RYK	9606.ENSP00000364860	9606.ENSP00000478721	0	0	0	0.634	0.062	0.140	0	0.852	0.419
ROR2	MAPK9	9606.ENSP00000364860	9606.ENSP00000394560	0	0	0	0.560	0.067	0.101	0.900	0.061	0.909
ROR2	MAPK8	9606.ENSP00000364860	9606.ENSP00000378974	0	0	0	0.564	0.082	0.101	0.900	0.175	0.915
ROS1	PIK3CA	9606.ENSP00000357494	9606.ENSP00000263967	0	0	0	0	0.062	0.104	0	0.707	0.732
ROS1	ERBB3	9606.ENSP00000357494	9606.ENSP00000267101	0	0	0	0.557	0	0.307	0	0.521	0.460
ROS1	ERBB2	9606.ENSP00000357494	9606.ENSP00000269571	0	0	0	0.574	0	0.307	0	0.767	0.530
ROS1	EGFR	9606.ENSP00000357494	9606.ENSP00000275493	0	0	0	0.573	0.076	0.307	0	0.893	0.585
ROS1	KIT	9606.ENSP00000357494	9606.ENSP00000288135	0	0	0	0.596	0.049	0.259	0	0.559	0.425
ROS1	FGFR4	9606.ENSP00000357494	9606.ENSP00000292408	0	0	0	0.658	0.052	0.378	0	0.315	0.445
ROS1	MET	9606.ENSP00000357494	9606.ENSP00000317272	0	0	0	0.573	0.076	0.239	0	0.681	0.476
ROS1	ERBB4	9606.ENSP00000357494	9606.ENSP00000342235	0	0	0	0.570	0	0.307	0	0.521	0.456
ROS1	RET	9606.ENSP00000357494	9606.ENSP00000347942	0	0	0	0.615	0.052	0.259	0	0.886	0.516
RPS6KA1	MAPK1	9606.ENSP00000435412	9606.ENSP00000215832	0	0	0	0.685	0.062	0.980	0.900	0.972	0.998
RPS6KA1	GSK3A	9606.ENSP00000435412	9606.ENSP00000222330	0	0	0	0.608	0.076	0.333	0	0.459	0.467
RPS6KA1	PKMYT1	9606.ENSP00000435412	9606.ENSP00000262300	0	0	0	0.599	0.081	0	0.800	0.275	0.827
RPS6KA1	RPS6KA6	9606.ENSP00000435412	9606.ENSP00000262752	0	0	0	0.975	0	0	0.900	0.763	0.901
RPS6KA1	MAPK3	9606.ENSP00000435412	9606.ENSP00000263025	0	0	0	0.660	0.062	0.759	0.900	0.813	0.982
RPS6KA1	EEF2K	9606.ENSP00000435412	9606.ENSP00000263026	0	0	0	0	0	0.463	0	0.424	0.677
RPS6KA1	PIK3CA	9606.ENSP00000435412	9606.ENSP00000263967	0	0	0	0	0.062	0.058	0	0.405	0.428
RPS6KA1	MAP2K1	9606.ENSP00000435412	9606.ENSP00000302486	0	0	0	0.663	0	0.245	0	0.740	0.430
RPS6KA1	BUB1	9606.ENSP00000435412	9606.ENSP00000302530	0	0	0	0	0.062	0	0.800	0.336	0.864
RPS6KA1	MAPK7	9606.ENSP00000435412	9606.ENSP00000311005	0	0	0	0.564	0.062	0.175	0.900	0.693	0.940
RPS6KA1	GSK3B	9606.ENSP00000435412	9606.ENSP00000324806	0	0	0	0.628	0.055	0.492	0	0.606	0.609
